كله جديد ومن غير تقليد افكار لبيتك مفيده جدا هتلاقيها بس في قناه عالم التحدي diy tv,neutral
9k dislike علي ايه,neutral
✨شريهان😍 بنحبك من لبنان 🇱🇧 miss u so much 💖🌙✨,positive
لسه في mug 😂😂😂,neutral
Hossam حسام,neutral
"Why there is ti much belly dancer 
Make halal music video 
افتكر اصلك يا محمد رمضان و مضيعش نفسك 
✊☪️",neutral
انا نفسي اعرف اللي عاملين dislike شو بتهيألهم كل هل الإحساس والكلمات وال لحن ومش عاجبهم,neutral
اللي عايز بشرب شاي دلوقتي يعمل like 😄😂,neutral
my #2 favourite gossips video ❤❤❤❤😍❤😍😍❤😍❤و ياريت نجيب المرة الجاية صلاح😂😂❤❤❤❤❤😍😍,positive
"مسلم صوت وشخصيه و كرزمه تحفه مسلم صوت مميز بمعني الكلمه عاااش وانت نجم وما تهتمش من حد متغاظ لان مسلم صوته الماظ 💖💖 والف مليون مبروك يا اااااخوووويااااا
#Aya K A",positive
دا الاعلان الي يجيلك وتسمعه كله من غير skip ad  من حلاوته... جامد جدا ❤💪,positive
69 years old already I believe  سبحان الله ماشاءاللہ,positive
"the king 
ليك اسلوب مختلف عن الجميع .......حنجرة ذهبية",positive
ممتازة يا ابوو ويسرة love you,positive
"احمد عز
Is the best actor",positive
انا جمبك و روحي معاك ... مكان م تروح حتلاقني...و عارفه اني هاعيش جواك لانك مش حتنساني.. كل كلمات الاغنيه بتلمس قلبي و كأنها بتحكي عننا بالضبط ❤💔 Ooka,positive
محدش يسألني ليش بس من أول ما سمعتها تزكرت أغنية haawa haawa  من فيلم rock star بس حلوة كتيير 😍,positive
احلى اعلانات واحلى شبكه بجد we عظمه يجماعه ✨,positive
"Breaking bad 😂
 لا الله ينور بجد ❤",positive
انا مش فاهمه هو بيقول ايه ابقي احط ال lyrics please,neutral
تقليد ل اغنية bum tam tam,neutral
"بعد مشفت المشكلة كنت أظن أن الكليب فيه مشاهد مثل 50 shades of gray، كليب طبيعي لا يحتوي على مشاهد تستاهل الضجة اللي اخذها.
Too over",negative
"الكل يدخل #شلة_هيلا
 ويعمل لايكات وتعليقات خلينا توصل  2 مليون مشترك
الفيس hayla tv
الانستقرام hayla tv 
توتير hayla tv 
ولي يشترك يعمل تم عشان اعرفا 
أرجوكم مشان يلا تحبهم 
هيلا تحبكم",neutral
"Do not grieve me, my little one. That feeling will dispel all the love within you as the days pass, and Suh will not remain a memory

لا تحزنني يا صغيرتي. سيؤدي هذا الشعور إلى تبديد كل الحب بداخلك مع مرور الأيام ، ولن تبقى سوه بمثابة ذاكرة",neutral
😘👌👍👏 bravo يسرا و ابوا😍😃,positive
عشان خطري اعملوا لايك ابوس رجليكوا ilove you,neutral
From scotland ..love this song ...sad or happy surely u will enjoy it .....abuuu والله أبو..,positive
اشتركوا في قناه يوميات شباب البصره HM,neutral
"https://youtu.be/drTEHWRjy-o
الفيلم كامل وبتقنيه hd 
وللتحميل الرابط بوصف الفيديو 😘💗",neutral
"انا عندي فكره هتغير تاريخ Vodafone تغيير جزري ارجو التواصل من مدير الشركه مباشرتا وياريت يبقى بسرعه لاني عملت نفس الكومنت على Etisalat و we
01014403459",neutral
"I dunno what they're saying, but it's pretty. :D
لا أعرف ما هم يقولون لكن انه جميل.
Obviously, my first language is English. XD",positive
هو دا فيديو كليب متصور مخصوص للغنية ولا دي اغنية من فيلم حد يفهمني lol,neutral
"No comment 🤮🤮🤮🤮🤮
بجد حاجة أخر إسفاف ورخص",negative
لا اعلم من سيقراء تعليقي ولاكن الله يرزقك ب pc وايفون 11 ويدخلك الجنه يلي حطيت لايك واشتراك للقناه وشكرا ❤🥰,neutral
i love you مصر   ❤️💜 💐تامرحسني,positive
مراجعة مسلسل loki ي مهدي بليزز,neutral
دلوقتي يا جماعة انا حبيت الاعلان ده و بحب عمرو دياب ....و انا شبه و صوتي زيه....علشان كدة سميت نفي عمر الهضبة.......ممكن يا جماعة تعملولي Subscribe في قناتي,positive
حلوه يا هضبه..🎶 و كويس انك بعدت عن المقسوم...رجعتنا لي زمن الspanish song الجميل بتاعك و اللحن الصراحه و الكلمات جديده على الودن..عاااش 🙌🏻,positive
"تطبيق TikTok هذا ممتع للغاية! قم بمتابعتي @mondy01359735 على TikTok وشاهد مقاطع الفيديو الخاصة بي!
http://vm.tiktok.com/eF1qLT/",neutral
"قناة Mazzikka Pro : 
https://www.youtube.com/channel/UCitw...
فضلا وليس امرا ادعمنا بعمل لايك واشترك Subscribe فالقناة ليصلك كل جديد في Mazzikka Pro",neutral
والله لو اقدر اعمل اكتر من 1000 لايك ع البرومو ده لعملت فنان عظيم بيثبت كل يوم انه موجود عشان يكون   number oneفعلا مش ادعاء,positive
"بص يا عم المحلل
انت بالذات ماسك في يوسف الشريف بطريقه اوفر سواء مسلسل ، اعلان او فيلم
فأقل حاجة اقولهالك افتح التويتر و دور على هاشتاج بني ادم وشوف الاراء والتقييمات عاملة ازاي يا بتاع 5.5
ودور برضه على تقييمه في موقع السينمات
وبعد الحلقة ديه اقل حاجة اعملها unsubscribe وارحم نفسي !",negative
انا عايز اعرف مين الرخم اللى عامل unlike لاغنيه زى دى,negative
هما الي عاملين dislike دول ايه؟ .. اكيد مش بني ادمين,negative
اكو 2 الف شخص عاملين dislike انتو شنو مثلاً!  شنو الي ميعجبكم بالاغنيه ؟ انتو عدويين النجاح و فاشلين معنوياً,negative
"اشتركو في قناتي
قناتي خاصة لاجدد الالعاب والتطبيقات 
للاندرويد والايفون و pc و ps4 و Xbox",neutral
".متعملوش up ..انسخوا الكومنت ده .. فيه جمعية اسمها معنا لانقاذ انسان برئاسة مهندس محمود وحيد عبدالحميد تلفون ٠١١٤٠٠٤٤٨٨٦ بتقبل مثل هذا الحالات01210810856
منقول... انسخوا الكومنت ..
#معنا_لإنقاذ_إنسان",neutral
"ضيفوني انستقرام
ram zahra 🤞",neutral
"محاولة تقليد مغني الراب التونسي
SWAG MAN",neutral
الارمي الي هنا مين لاحظ شعار Bts  ع التيشرت الي لابسه احمد امين  في اخر الاعلان,neutral
مجانين love u nelly ❣️❣️,positive
Number one اسطوره,positive
أنا كنت عاوز الرابط لإعلان برنامج  lolita,neutral
سمير صبري !! Really,neutral
كلنا مستنيك تعمل مراجعة عن مسلسل family guy,neutral
@tamer Ashour ياسطا كفاية جمال ارحمنا,positive
أحلى  Vodafone  و أحلى  سعد سمير 💖💟,positive
Tamer ashour ظهورك اجمل والاغنيه ف قمة الروعه,positive
كلوا داخل عشان يشوف الاعلان انا داخله عشان امين لابس تيشرت فى اخر الفديو عليه شعار بتس و كمان واخد اليفته اللى كان عملينها بتس تللى مكتوب عليها Egypt فى اغنيه PTD,neutral
"حقيقى اعلان تحفة 👌👌 مبهج ويخطف القلب 💜💜 وبيعبر جدا عن مشاعر حبنا لمصر ⁦🇪🇬⁩⁦🇪🇬⁩⁦🇪🇬⁩ عاش يا تامر 💪💪
عاش we شركتى الغالية اللى بأفخر بانتمائى ليها 💜💜💪💪 وبدورها العظيم فى المشاركة المجتمعية 👏👏 ودايما فى تقدم ✌🌷🌷",positive
"Bravooo نيللي 
وريهم معنى الابداع و النجومية",positive
تحية من مملكة الموزنبيق للشعب المصري الشقيق ❤❤ M  .  Z  .  M  .  Z 🌷🌷,positive
"يعني بغض النظر عن التقنية بتاع 4 D اللي هتحسسك انك عايش الفيلم لحظة بلحظة 
بس الفيلم و فكرته شكلهم جامدين فشخ جدا يعنى",positive
"لا تتوقف حتى تصبح فخوراً بنفسك.
Don't stop until you are proud of yourself.",neutral
علشان تعرف عدد المتخلفين عقليا في العالم بص عليهم في ال Dislike,negative
اكتر من ١٠٠ الف عدم إعجاب ( dislike )!!!!!!! ليه مش فاهم ......يا ريت تفهمونا!!!!!!!!!!!!!!!!,negative
لمشاهده فلم الجوكر كامل والفيلم الكوري parasite ادخل علي قناتي ومزيد من الافلام,neutral
الناس اللي dislike انتو محتاجين تتعالجوا,negative
احلى واحدة دنيا سمير غانم  i love you dinua,positive
"Lil Jon- Alive
نفس اللحن ونفس الدخلة كفاية سرقة بقاا",negative
أستاذ محمود فيلم pan's labyrinth فيلم إسباني الفيلم ده محتاج أشوف تقييمك ليه . الفيلم ده عظيييييم و مختلف عن أفلام هوليوود مؤثر حزين جدا و نهايته حرفيا دمعت فيها .,positive
بيقلد Dan bilzeruan,neutral
Subscribe to my channel-اشنرك في قناتي,neutral
اعداء نجاح   dislike  اكيد الناس الى عمله,negative
انا لسة شايف فيلم free guy في السينما ومش قادر استني المراجعة بتاعتك,positive
نفسي افهم مين الغبي اللي عامل dislike,negative
انا بحس بمشاعر جميله جدا. وأمل ان كل حاجه هتبقي كويسوه وكأن حسين الجسمي بيقولي كده. 🌹شكرا اورنج i love you ❤❤❤❤,positive
معنى Pepsi هو pay every pound to save Israel,neutral
بعد سماع الالبوم بالكامل احساس تامر عاشور اللى نعرفه ظاهر فى اغنيتين قولوا سماح مركز أول واغنية من غير ما احكيلك مركز تانى .. نفسى اكتبلك حاجه تطلع فيها كل احساسيك وان شاء الله قريب .. تحية قلبية لفنانى المفضل تامر عاشور Tamer Ashour,positive
